police_force_code,police_force_name,year_month,ethnicity_simple,ethnicity_full,sns_count
E23000001,Metropolitan Police,2022-03-01,Asian,Asian Other,989
E23000001,Metropolitan Police,2022-03-01,Asian,Bangladeshi,455
E23000001,Metropolitan Police,2022-03-01,Asian,Chinese,23
E23000001,Metropolitan Police,2022-03-01,Asian,Indian,218
E23000001,Metropolitan Police,2022-03-01,Asian,Pakistani,234
E23000001,Metropolitan Police,2022-03-01,Black,Black African,1075
E23000001,Metropolitan Police,2022-03-01,Black,Black Caribbean,686
E23000001,Metropolitan Police,2022-03-01,Black,Black Other,1864
E23000001,Metropolitan Police,2022-03-01,Mixed,Mixed Other,321
E23000001,Metropolitan Police,2022-03-01,Mixed,Mixed White and Asian,45
E23000001,Metropolitan Police,2022-03-01,Mixed,Mixed White and Black African,51
E23000001,Metropolitan Police,2022-03-01,Mixed,Mixed White and Black Caribbean,161
E23000001,Metropolitan Police,2022-03-01,Other,Any Other Ethnic Background,454
E23000001,Metropolitan Police,2022-03-01,Other,Unknown,1
E23000001,Metropolitan Police,2022-03-01,Unknown,Unknown,4576
E23000001,Metropolitan Police,2022-03-01,White,Gypsy or Irish Traveller,2
E23000001,Metropolitan Police,2022-03-01,White,Unknown,4
E23000001,Metropolitan Police,2022-03-01,White,White British,3076
E23000001,Metropolitan Police,2022-03-01,White,White Irish,182
E23000001,Metropolitan Police,2022-03-01,White,White Other,1964
E23000001,Metropolitan Police,2022-04-01,Asian,Asian Other,725
E23000001,Metropolitan Police,2022-04-01,Asian,Bangladeshi,321
E23000001,Metropolitan Police,2022-04-01,Asian,Chinese,24
E23000001,Metropolitan Police,2022-04-01,Asian,Indian,193
E23000001,Metropolitan Police,2022-04-01,Asian,Pakistani,132
E23000001,Metropolitan Police,2022-04-01,Black,Black African,784
E23000001,Metropolitan Police,2022-04-01,Black,Black Caribbean,578
E23000001,Metropolitan Police,2022-04-01,Black,Black Other,1472
E23000001,Metropolitan Police,2022-04-01,Mixed,Mixed Other,250
E23000001,Metropolitan Police,2022-04-01,Mixed,Mixed White and Asian,36
E23000001,Metropolitan Police,2022-04-01,Mixed,Mixed White and Black African,52
E23000001,Metropolitan Police,2022-04-01,Mixed,Mixed White and Black Caribbean,150
E23000001,Metropolitan Police,2022-04-01,Other,Any Other Ethnic Background,359
E23000001,Metropolitan Police,2022-04-01,Unknown,Unknown,3923
E23000001,Metropolitan Police,2022-04-01,White,White British,2785
E23000001,Metropolitan Police,2022-04-01,White,White Irish,122
E23000001,Metropolitan Police,2022-04-01,White,White Other,1444
E23000001,Metropolitan Police,2022-05-01,Asian,Asian Other,862
E23000001,Metropolitan Police,2022-05-01,Asian,Bangladeshi,459
E23000001,Metropolitan Police,2022-05-01,Asian,Chinese,22
E23000001,Metropolitan Police,2022-05-01,Asian,Indian,220
E23000001,Metropolitan Police,2022-05-01,Asian,Pakistani,228
E23000001,Metropolitan Police,2022-05-01,Black,Black African,989
E23000001,Metropolitan Police,2022-05-01,Black,Black Caribbean,620
E23000001,Metropolitan Police,2022-05-01,Black,Black Other,1710
E23000001,Metropolitan Police,2022-05-01,Mixed,Mixed Other,330
E23000001,Metropolitan Police,2022-05-01,Mixed,Mixed White and Asian,41
E23000001,Metropolitan Police,2022-05-01,Mixed,Mixed White and Black African,66
E23000001,Metropolitan Police,2022-05-01,Mixed,Mixed White and Black Caribbean,155
E23000001,Metropolitan Police,2022-05-01,Other,Any Other Ethnic Background,458
E23000001,Metropolitan Police,2022-05-01,Unknown,Unknown,4422
E23000001,Metropolitan Police,2022-05-01,White,White British,2899
E23000001,Metropolitan Police,2022-05-01,White,White Irish,143
E23000001,Metropolitan Police,2022-05-01,White,White Other,1680
E23000001,Metropolitan Police,2022-06-01,Asian,Asian Other,833
E23000001,Metropolitan Police,2022-06-01,Asian,Bangladeshi,379
E23000001,Metropolitan Police,2022-06-01,Asian,Chinese,18
E23000001,Metropolitan Police,2022-06-01,Asian,Indian,173
E23000001,Metropolitan Police,2022-06-01,Asian,Pakistani,177
E23000001,Metropolitan Police,2022-06-01,Black,Black African,1010
E23000001,Metropolitan Police,2022-06-01,Black,Black Caribbean,712
E23000001,Metropolitan Police,2022-06-01,Black,Black Other,1776
E23000001,Metropolitan Police,2022-06-01,Mixed,Mixed Other,324
E23000001,Metropolitan Police,2022-06-01,Mixed,Mixed White and Asian,38
E23000001,Metropolitan Police,2022-06-01,Mixed,Mixed White and Black African,70
E23000001,Metropolitan Police,2022-06-01,Mixed,Mixed White and Black Caribbean,133
E23000001,Metropolitan Police,2022-06-01,Other,Any Other Ethnic Background,415
E23000001,Metropolitan Police,2022-06-01,Unknown,Unknown,4413
E23000001,Metropolitan Police,2022-06-01,White,Unknown,2
E23000001,Metropolitan Police,2022-06-01,White,White British,2635
E23000001,Metropolitan Police,2022-06-01,White,White Irish,122
E23000001,Metropolitan Police,2022-06-01,White,White Other,1561
E23000001,Metropolitan Police,2022-07-01,Asian,Asian Other,806
E23000001,Metropolitan Police,2022-07-01,Asian,Bangladeshi,286
E23000001,Metropolitan Police,2022-07-01,Asian,Chinese,18
E23000001,Metropolitan Police,2022-07-01,Asian,Indian,178
E23000001,Metropolitan Police,2022-07-01,Asian,Pakistani,187
E23000001,Metropolitan Police,2022-07-01,Asian,Unknown,1
E23000001,Metropolitan Police,2022-07-01,Black,Black African,1010
E23000001,Metropolitan Police,2022-07-01,Black,Black Caribbean,558
E23000001,Metropolitan Police,2022-07-01,Black,Black Other,1633
E23000001,Metropolitan Police,2022-07-01,Mixed,Mixed Other,276
E23000001,Metropolitan Police,2022-07-01,Mixed,Mixed White and Asian,35
E23000001,Metropolitan Police,2022-07-01,Mixed,Mixed White and Black African,51
E23000001,Metropolitan Police,2022-07-01,Mixed,Mixed White and Black Caribbean,128
E23000001,Metropolitan Police,2022-07-01,Other,Any Other Ethnic Background,394
E23000001,Metropolitan Police,2022-07-01,Unknown,Unknown,4048
E23000001,Metropolitan Police,2022-07-01,White,Unknown,2
E23000001,Metropolitan Police,2022-07-01,White,White British,2568
E23000001,Metropolitan Police,2022-07-01,White,White Irish,135
E23000001,Metropolitan Police,2022-07-01,White,White Other,1481
E23000001,Metropolitan Police,2022-08-01,Asian,Asian Other,890
E23000001,Metropolitan Police,2022-08-01,Asian,Bangladeshi,338
E23000001,Metropolitan Police,2022-08-01,Asian,Chinese,10
E23000001,Metropolitan Police,2022-08-01,Asian,Indian,203
E23000001,Metropolitan Police,2022-08-01,Asian,Pakistani,221
E23000001,Metropolitan Police,2022-08-01,Black,Black African,1129
E23000001,Metropolitan Police,2022-08-01,Black,Black Caribbean,665
E23000001,Metropolitan Police,2022-08-01,Black,Black Other,1897
E23000001,Metropolitan Police,2022-08-01,Black,Unknown,3
E23000001,Metropolitan Police,2022-08-01,Mixed,Mixed Other,323
E23000001,Metropolitan Police,2022-08-01,Mixed,Mixed White and Asian,42
E23000001,Metropolitan Police,2022-08-01,Mixed,Mixed White and Black African,67
E23000001,Metropolitan Police,2022-08-01,Mixed,Mixed White and Black Caribbean,146
E23000001,Metropolitan Police,2022-08-01,Other,Any Other Ethnic Background,457
E23000001,Metropolitan Police,2022-08-01,Unknown,Unknown,4503
E23000001,Metropolitan Police,2022-08-01,White,Gypsy or Irish Traveller,1
E23000001,Metropolitan Police,2022-08-01,White,White British,3037
E23000001,Metropolitan Police,2022-08-01,White,White Irish,150
E23000001,Metropolitan Police,2022-08-01,White,White Other,1457
E23000001,Metropolitan Police,2022-09-01,Asian,Asian Other,684
E23000001,Metropolitan Police,2022-09-01,Asian,Bangladeshi,308
E23000001,Metropolitan Police,2022-09-01,Asian,Chinese,13
E23000001,Metropolitan Police,2022-09-01,Asian,Indian,157
E23000001,Metropolitan Police,2022-09-01,Asian,Pakistani,149
E23000001,Metropolitan Police,2022-09-01,Black,Black African,736
E23000001,Metropolitan Police,2022-09-01,Black,Black Caribbean,464
E23000001,Metropolitan Police,2022-09-01,Black,Black Other,1228
E23000001,Metropolitan Police,2022-09-01,Mixed,Mixed Other,228
E23000001,Metropolitan Police,2022-09-01,Mixed,Mixed White and Asian,29
E23000001,Metropolitan Police,2022-09-01,Mixed,Mixed White and Black African,38
E23000001,Metropolitan Police,2022-09-01,Mixed,Mixed White and Black Caribbean,111
E23000001,Metropolitan Police,2022-09-01,Other,Any Other Ethnic Background,348
E23000001,Metropolitan Police,2022-09-01,Other,Arab,2
E23000001,Metropolitan Police,2022-09-01,Unknown,Unknown,3297
E23000001,Metropolitan Police,2022-09-01,White,Gypsy or Irish Traveller,1
E23000001,Metropolitan Police,2022-09-01,White,Unknown,2
E23000001,Metropolitan Police,2022-09-01,White,White British,2139
E23000001,Metropolitan Police,2022-09-01,White,White Irish,84
E23000001,Metropolitan Police,2022-09-01,White,White Other,1318
E23000001,Metropolitan Police,2022-10-01,Asian,Asian Other,744
E23000001,Metropolitan Police,2022-10-01,Asian,Bangladeshi,282
E23000001,Metropolitan Police,2022-10-01,Asian,Chinese,15
E23000001,Metropolitan Police,2022-10-01,Asian,Indian,175
E23000001,Metropolitan Police,2022-10-01,Asian,Pakistani,172
E23000001,Metropolitan Police,2022-10-01,Black,Black African,920
E23000001,Metropolitan Police,2022-10-01,Black,Black Caribbean,565
E23000001,Metropolitan Police,2022-10-01,Black,Black Other,1422
E23000001,Metropolitan Police,2022-10-01,Mixed,Mixed Other,291
E23000001,Metropolitan Police,2022-10-01,Mixed,Mixed White and Asian,33
E23000001,Metropolitan Police,2022-10-01,Mixed,Mixed White and Black African,45
E23000001,Metropolitan Police,2022-10-01,Mixed,Mixed White and Black Caribbean,116
E23000001,Metropolitan Police,2022-10-01,Other,Any Other Ethnic Background,434
E23000001,Metropolitan Police,2022-10-01,Unknown,Unknown,3879
E23000001,Metropolitan Police,2022-10-01,White,White British,2431
E23000001,Metropolitan Police,2022-10-01,White,White Irish,104
E23000001,Metropolitan Police,2022-10-01,White,White Other,1416
E23000001,Metropolitan Police,2022-11-01,Asian,Asian Other,694
E23000001,Metropolitan Police,2022-11-01,Asian,Bangladeshi,306
E23000001,Metropolitan Police,2022-11-01,Asian,Chinese,22
E23000001,Metropolitan Police,2022-11-01,Asian,Indian,196
E23000001,Metropolitan Police,2022-11-01,Asian,Pakistani,168
E23000001,Metropolitan Police,2022-11-01,Black,Black African,785
E23000001,Metropolitan Police,2022-11-01,Black,Black Caribbean,495
E23000001,Metropolitan Police,2022-11-01,Black,Black Other,1263
E23000001,Metropolitan Police,2022-11-01,Mixed,Mixed Other,261
E23000001,Metropolitan Police,2022-11-01,Mixed,Mixed White and Asian,33
E23000001,Metropolitan Police,2022-11-01,Mixed,Mixed White and Black African,40
E23000001,Metropolitan Police,2022-11-01,Mixed,Mixed White and Black Caribbean,113
E23000001,Metropolitan Police,2022-11-01,Other,Any Other Ethnic Background,373
E23000001,Metropolitan Police,2022-11-01,Other,Unknown,1
E23000001,Metropolitan Police,2022-11-01,Unknown,Unknown,3586
E23000001,Metropolitan Police,2022-11-01,White,White British,2410
E23000001,Metropolitan Police,2022-11-01,White,White Irish,113
E23000001,Metropolitan Police,2022-11-01,White,White Other,1368
E23000001,Metropolitan Police,2022-12-01,Asian,Asian Other,284
E23000001,Metropolitan Police,2022-12-01,Asian,Bangladeshi,105
E23000001,Metropolitan Police,2022-12-01,Asian,Chinese,7
E23000001,Metropolitan Police,2022-12-01,Asian,Indian,61
E23000001,Metropolitan Police,2022-12-01,Asian,Pakistani,84
E23000001,Metropolitan Police,2022-12-01,Black,Black African,354
E23000001,Metropolitan Police,2022-12-01,Black,Black Caribbean,220
E23000001,Metropolitan Police,2022-12-01,Black,Black Other,542
E23000001,Metropolitan Police,2022-12-01,Mixed,Mixed Other,110
E23000001,Metropolitan Police,2022-12-01,Mixed,Mixed White and Asian,14
E23000001,Metropolitan Police,2022-12-01,Mixed,Mixed White and Black African,19
E23000001,Metropolitan Police,2022-12-01,Mixed,Mixed White and Black Caribbean,59
E23000001,Metropolitan Police,2022-12-01,Other,Any Other Ethnic Background,191
E23000001,Metropolitan Police,2022-12-01,Unknown,Unknown,1576
E23000001,Metropolitan Police,2022-12-01,White,Gypsy or Irish Traveller,2
E23000001,Metropolitan Police,2022-12-01,White,White British,1062
E23000001,Metropolitan Police,2022-12-01,White,White Irish,55
E23000001,Metropolitan Police,2022-12-01,White,White Other,678
E23000001,Metropolitan Police,2023-01-01,Asian,Asian Other,921
E23000001,Metropolitan Police,2023-01-01,Asian,Bangladeshi,338
E23000001,Metropolitan Police,2023-01-01,Asian,Chinese,23
E23000001,Metropolitan Police,2023-01-01,Asian,Indian,230
E23000001,Metropolitan Police,2023-01-01,Asian,Pakistani,227
E23000001,Metropolitan Police,2023-01-01,Black,Black African,1030
E23000001,Metropolitan Police,2023-01-01,Black,Black Caribbean,590
E23000001,Metropolitan Police,2023-01-01,Black,Black Other,1735
E23000001,Metropolitan Police,2023-01-01,Mixed,Mixed Other,302
E23000001,Metropolitan Police,2023-01-01,Mixed,Mixed White and Asian,33
E23000001,Metropolitan Police,2023-01-01,Mixed,Mixed White and Black African,55
E23000001,Metropolitan Police,2023-01-01,Mixed,Mixed White and Black Caribbean,119
E23000001,Metropolitan Police,2023-01-01,Other,Any Other Ethnic Background,454
E23000001,Metropolitan Police,2023-01-01,Unknown,Unknown,4529
E23000001,Metropolitan Police,2023-01-01,White,Unknown,1
E23000001,Metropolitan Police,2023-01-01,White,White British,2849
E23000001,Metropolitan Police,2023-01-01,White,White Irish,139
E23000001,Metropolitan Police,2023-01-01,White,White Other,1646
E23000001,Metropolitan Police,2023-02-01,Asian,Asian Other,673
E23000001,Metropolitan Police,2023-02-01,Asian,Bangladeshi,230
E23000001,Metropolitan Police,2023-02-01,Asian,Chinese,11
E23000001,Metropolitan Police,2023-02-01,Asian,Indian,228
E23000001,Metropolitan Police,2023-02-01,Asian,Pakistani,145
E23000001,Metropolitan Police,2023-02-01,Asian,Unknown,1
E23000001,Metropolitan Police,2023-02-01,Black,Black African,817
E23000001,Metropolitan Police,2023-02-01,Black,Black Caribbean,524
E23000001,Metropolitan Police,2023-02-01,Black,Black Other,1467
E23000001,Metropolitan Police,2023-02-01,Black,Unknown,1
E23000001,Metropolitan Police,2023-02-01,Mixed,Mixed Other,246
E23000001,Metropolitan Police,2023-02-01,Mixed,Mixed White and Asian,22
E23000001,Metropolitan Police,2023-02-01,Mixed,Mixed White and Black African,27
E23000001,Metropolitan Police,2023-02-01,Mixed,Mixed White and Black Caribbean,100
E23000001,Metropolitan Police,2023-02-01,Other,Any Other Ethnic Background,402
E23000001,Metropolitan Police,2023-02-01,Unknown,Unknown,3872
E23000001,Metropolitan Police,2023-02-01,White,White British,2424
E23000001,Metropolitan Police,2023-02-01,White,White Irish,131
E23000001,Metropolitan Police,2023-02-01,White,White Other,1487
E23000001,Metropolitan Police,2023-03-01,Asian,Asian Other,657
E23000001,Metropolitan Police,2023-03-01,Asian,Bangladeshi,218
E23000001,Metropolitan Police,2023-03-01,Asian,Chinese,24
E23000001,Metropolitan Police,2023-03-01,Asian,Indian,216
E23000001,Metropolitan Police,2023-03-01,Asian,Pakistani,138
E23000001,Metropolitan Police,2023-03-01,Black,Black African,908
E23000001,Metropolitan Police,2023-03-01,Black,Black Caribbean,586
E23000001,Metropolitan Police,2023-03-01,Black,Black Other,1447
E23000001,Metropolitan Police,2023-03-01,Mixed,Mixed Other,297
E23000001,Metropolitan Police,2023-03-01,Mixed,Mixed White and Asian,35
E23000001,Metropolitan Police,2023-03-01,Mixed,Mixed White and Black African,53
E23000001,Metropolitan Police,2023-03-01,Mixed,Mixed White and Black Caribbean,115
E23000001,Metropolitan Police,2023-03-01,Other,Any Other Ethnic Background,395
E23000001,Metropolitan Police,2023-03-01,Unknown,Unknown,3907
E23000001,Metropolitan Police,2023-03-01,White,Unknown,5
E23000001,Metropolitan Police,2023-03-01,White,White British,2688
E23000001,Metropolitan Police,2023-03-01,White,White Irish,125
E23000001,Metropolitan Police,2023-03-01,White,White Other,1595
E23000001,Metropolitan Police,2023-04-01,Asian,Asian Other,570
E23000001,Metropolitan Police,2023-04-01,Asian,Bangladeshi,164
E23000001,Metropolitan Police,2023-04-01,Asian,Chinese,13
E23000001,Metropolitan Police,2023-04-01,Asian,Indian,151
E23000001,Metropolitan Police,2023-04-01,Asian,Pakistani,131
E23000001,Metropolitan Police,2023-04-01,Black,Black African,740
E23000001,Metropolitan Police,2023-04-01,Black,Black Caribbean,499
E23000001,Metropolitan Police,2023-04-01,Black,Black Other,1288
E23000001,Metropolitan Police,2023-04-01,Black,Unknown,1
E23000001,Metropolitan Police,2023-04-01,Mixed,Mixed Other,253
E23000001,Metropolitan Police,2023-04-01,Mixed,Mixed White and Asian,33
E23000001,Metropolitan Police,2023-04-01,Mixed,Mixed White and Black African,27
E23000001,Metropolitan Police,2023-04-01,Mixed,Mixed White and Black Caribbean,108
E23000001,Metropolitan Police,2023-04-01,Other,Any Other Ethnic Background,359
E23000001,Metropolitan Police,2023-04-01,Other,Unknown,1
E23000001,Metropolitan Police,2023-04-01,Unknown,Unknown,3387
E23000001,Metropolitan Police,2023-04-01,White,Unknown,3
E23000001,Metropolitan Police,2023-04-01,White,White British,2248
E23000001,Metropolitan Police,2023-04-01,White,White Irish,137
E23000001,Metropolitan Police,2023-04-01,White,White Other,1251
E23000001,Metropolitan Police,2023-05-01,Asian,Asian Other,625
E23000001,Metropolitan Police,2023-05-01,Asian,Bangladeshi,184
E23000001,Metropolitan Police,2023-05-01,Asian,Chinese,18
E23000001,Metropolitan Police,2023-05-01,Asian,Indian,156
E23000001,Metropolitan Police,2023-05-01,Asian,Pakistani,151
E23000001,Metropolitan Police,2023-05-01,Asian,Unknown,1
E23000001,Metropolitan Police,2023-05-01,Black,Black African,846
E23000001,Metropolitan Police,2023-05-01,Black,Black Caribbean,459
E23000001,Metropolitan Police,2023-05-01,Black,Black Other,1407
E23000001,Metropolitan Police,2023-05-01,Mixed,Mixed Other,269
E23000001,Metropolitan Police,2023-05-01,Mixed,Mixed White and Asian,24
E23000001,Metropolitan Police,2023-05-01,Mixed,Mixed White and Black African,51
E23000001,Metropolitan Police,2023-05-01,Mixed,Mixed White and Black Caribbean,107
E23000001,Metropolitan Police,2023-05-01,Other,Any Other Ethnic Background,405
E23000001,Metropolitan Police,2023-05-01,Unknown,Unknown,3520
E23000001,Metropolitan Police,2023-05-01,White,Unknown,1
E23000001,Metropolitan Police,2023-05-01,White,White British,2045
E23000001,Metropolitan Police,2023-05-01,White,White Irish,111
E23000001,Metropolitan Police,2023-05-01,White,White Other,1177
E23000001,Metropolitan Police,2023-06-01,Asian,Asian Other,583
E23000001,Metropolitan Police,2023-06-01,Asian,Bangladeshi,183
E23000001,Metropolitan Police,2023-06-01,Asian,Chinese,13
E23000001,Metropolitan Police,2023-06-01,Asian,Indian,156
E23000001,Metropolitan Police,2023-06-01,Asian,Pakistani,132
E23000001,Metropolitan Police,2023-06-01,Asian,Unknown,2
E23000001,Metropolitan Police,2023-06-01,Black,Black African,710
E23000001,Metropolitan Police,2023-06-01,Black,Black Caribbean,450
E23000001,Metropolitan Police,2023-06-01,Black,Black Other,1291
E23000001,Metropolitan Police,2023-06-01,Black,Unknown,1
E23000001,Metropolitan Police,2023-06-01,Mixed,Mixed Other,230
E23000001,Metropolitan Police,2023-06-01,Mixed,Mixed White and Asian,25
E23000001,Metropolitan Police,2023-06-01,Mixed,Mixed White and Black African,37
E23000001,Metropolitan Police,2023-06-01,Mixed,Mixed White and Black Caribbean,94
E23000001,Metropolitan Police,2023-06-01,Other,Any Other Ethnic Background,368
E23000001,Metropolitan Police,2023-06-01,Unknown,Unknown,3298
E23000001,Metropolitan Police,2023-06-01,White,Gypsy or Irish Traveller,1
E23000001,Metropolitan Police,2023-06-01,White,Unknown,1
E23000001,Metropolitan Police,2023-06-01,White,White British,1890
E23000001,Metropolitan Police,2023-06-01,White,White Irish,103
E23000001,Metropolitan Police,2023-06-01,White,White Other,1090
E23000001,Metropolitan Police,2023-07-01,Asian,Asian Other,668
E23000001,Metropolitan Police,2023-07-01,Asian,Bangladeshi,319
E23000001,Metropolitan Police,2023-07-01,Asian,Chinese,14
E23000001,Metropolitan Police,2023-07-01,Asian,Indian,171
E23000001,Metropolitan Police,2023-07-01,Asian,Pakistani,127
E23000001,Metropolitan Police,2023-07-01,Black,Black African,878
E23000001,Metropolitan Police,2023-07-01,Black,Black Caribbean,530
E23000001,Metropolitan Police,2023-07-01,Black,Black Other,1420
E23000001,Metropolitan Police,2023-07-01,Mixed,Mixed Other,224
E23000001,Metropolitan Police,2023-07-01,Mixed,Mixed White and Asian,32
E23000001,Metropolitan Police,2023-07-01,Mixed,Mixed White and Black African,46
E23000001,Metropolitan Police,2023-07-01,Mixed,Mixed White and Black Caribbean,101
E23000001,Metropolitan Police,2023-07-01,Other,Any Other Ethnic Background,450
E23000001,Metropolitan Police,2023-07-01,Other,Arab,2
E23000001,Metropolitan Police,2023-07-01,Unknown,Unknown,3672
E23000001,Metropolitan Police,2023-07-01,White,White British,2282
E23000001,Metropolitan Police,2023-07-01,White,White Irish,109
E23000001,Metropolitan Police,2023-07-01,White,White Other,1184
E23000001,Metropolitan Police,2023-08-01,Asian,Asian Other,657
E23000001,Metropolitan Police,2023-08-01,Asian,Bangladeshi,298
E23000001,Metropolitan Police,2023-08-01,Asian,Chinese,15
E23000001,Metropolitan Police,2023-08-01,Asian,Indian,140
E23000001,Metropolitan Police,2023-08-01,Asian,Pakistani,146
E23000001,Metropolitan Police,2023-08-01,Black,Black African,886
E23000001,Metropolitan Police,2023-08-01,Black,Black Caribbean,629
E23000001,Metropolitan Police,2023-08-01,Black,Black Other,1651
E23000001,Metropolitan Police,2023-08-01,Mixed,Mixed Other,256
E23000001,Metropolitan Police,2023-08-01,Mixed,Mixed White and Asian,27
E23000001,Metropolitan Police,2023-08-01,Mixed,Mixed White and Black African,54
E23000001,Metropolitan Police,2023-08-01,Mixed,Mixed White and Black Caribbean,127
E23000001,Metropolitan Police,2023-08-01,Other,Any Other Ethnic Background,409
E23000001,Metropolitan Police,2023-08-01,Other,Arab,1
E23000001,Metropolitan Police,2023-08-01,Other,Unknown,1
E23000001,Metropolitan Police,2023-08-01,Unknown,Unknown,4091
E23000001,Metropolitan Police,2023-08-01,White,Unknown,1
E23000001,Metropolitan Police,2023-08-01,White,White British,2275
E23000001,Metropolitan Police,2023-08-01,White,White Irish,129
E23000001,Metropolitan Police,2023-08-01,White,White Other,1212
E23000001,Metropolitan Police,2023-09-01,Asian,Asian Other,587
E23000001,Metropolitan Police,2023-09-01,Asian,Bangladeshi,237
E23000001,Metropolitan Police,2023-09-01,Asian,Chinese,18
E23000001,Metropolitan Police,2023-09-01,Asian,Indian,135
E23000001,Metropolitan Police,2023-09-01,Asian,Pakistani,133
E23000001,Metropolitan Police,2023-09-01,Black,Black African,756
E23000001,Metropolitan Police,2023-09-01,Black,Black Caribbean,478
E23000001,Metropolitan Police,2023-09-01,Black,Black Other,1317
E23000001,Metropolitan Police,2023-09-01,Mixed,Mixed Other,214
E23000001,Metropolitan Police,2023-09-01,Mixed,Mixed White and Asian,29
E23000001,Metropolitan Police,2023-09-01,Mixed,Mixed White and Black African,37
E23000001,Metropolitan Police,2023-09-01,Mixed,Mixed White and Black Caribbean,85
E23000001,Metropolitan Police,2023-09-01,Other,Any Other Ethnic Background,404
E23000001,Metropolitan Police,2023-09-01,Unknown,Unknown,3502
E23000001,Metropolitan Police,2023-09-01,White,Unknown,1
E23000001,Metropolitan Police,2023-09-01,White,White British,1974
E23000001,Metropolitan Police,2023-09-01,White,White Irish,115
E23000001,Metropolitan Police,2023-09-01,White,White Other,1131
E23000001,Metropolitan Police,2023-10-01,Asian,Asian Other,574
E23000001,Metropolitan Police,2023-10-01,Asian,Bangladeshi,256
E23000001,Metropolitan Police,2023-10-01,Asian,Chinese,15
E23000001,Metropolitan Police,2023-10-01,Asian,Indian,160
E23000001,Metropolitan Police,2023-10-01,Asian,Pakistani,131
E23000001,Metropolitan Police,2023-10-01,Black,Black African,757
E23000001,Metropolitan Police,2023-10-01,Black,Black Caribbean,420
E23000001,Metropolitan Police,2023-10-01,Black,Black Other,1289
E23000001,Metropolitan Police,2023-10-01,Mixed,Mixed Other,235
E23000001,Metropolitan Police,2023-10-01,Mixed,Mixed White and Asian,21
E23000001,Metropolitan Police,2023-10-01,Mixed,Mixed White and Black African,48
E23000001,Metropolitan Police,2023-10-01,Mixed,Mixed White and Black Caribbean,98
E23000001,Metropolitan Police,2023-10-01,Other,Any Other Ethnic Background,419
E23000001,Metropolitan Police,2023-10-01,Unknown,Unknown,3435
E23000001,Metropolitan Police,2023-10-01,White,White British,1897
E23000001,Metropolitan Police,2023-10-01,White,White Irish,99
E23000001,Metropolitan Police,2023-10-01,White,White Other,1160
E23000001,Metropolitan Police,2023-11-01,Asian,Asian Other,444
E23000001,Metropolitan Police,2023-11-01,Asian,Bangladeshi,196
E23000001,Metropolitan Police,2023-11-01,Asian,Chinese,17
E23000001,Metropolitan Police,2023-11-01,Asian,Indian,108
E23000001,Metropolitan Police,2023-11-01,Asian,Pakistani,112
E23000001,Metropolitan Police,2023-11-01,Black,Black African,512
E23000001,Metropolitan Police,2023-11-01,Black,Black Caribbean,304
E23000001,Metropolitan Police,2023-11-01,Black,Black Other,896
E23000001,Metropolitan Police,2023-11-01,Mixed,Mixed Other,161
E23000001,Metropolitan Police,2023-11-01,Mixed,Mixed White and Asian,12
E23000001,Metropolitan Police,2023-11-01,Mixed,Mixed White and Black African,43
E23000001,Metropolitan Police,2023-11-01,Mixed,Mixed White and Black Caribbean,63
E23000001,Metropolitan Police,2023-11-01,Other,Any Other Ethnic Background,298
E23000001,Metropolitan Police,2023-11-01,Other,Arab,1
E23000001,Metropolitan Police,2023-11-01,Unknown,Unknown,2775
E23000001,Metropolitan Police,2023-11-01,White,White British,1606
E23000001,Metropolitan Police,2023-11-01,White,White Irish,93
E23000001,Metropolitan Police,2023-11-01,White,White Other,926
E23000001,Metropolitan Police,2023-12-01,Asian,Asian Other,420
E23000001,Metropolitan Police,2023-12-01,Asian,Bangladeshi,160
E23000001,Metropolitan Police,2023-12-01,Asian,Chinese,10
E23000001,Metropolitan Police,2023-12-01,Asian,Indian,101
E23000001,Metropolitan Police,2023-12-01,Asian,Pakistani,72
E23000001,Metropolitan Police,2023-12-01,Black,Black African,629
E23000001,Metropolitan Police,2023-12-01,Black,Black Caribbean,337
E23000001,Metropolitan Police,2023-12-01,Black,Black Other,1041
E23000001,Metropolitan Police,2023-12-01,Black,Unknown,3
E23000001,Metropolitan Police,2023-12-01,Mixed,Mixed Other,203
E23000001,Metropolitan Police,2023-12-01,Mixed,Mixed White and Asian,12
E23000001,Metropolitan Police,2023-12-01,Mixed,Mixed White and Black African,25
E23000001,Metropolitan Police,2023-12-01,Mixed,Mixed White and Black Caribbean,69
E23000001,Metropolitan Police,2023-12-01,Other,Any Other Ethnic Background,298
E23000001,Metropolitan Police,2023-12-01,Unknown,Unknown,2695
E23000001,Metropolitan Police,2023-12-01,White,Gypsy or Irish Traveller,1
E23000001,Metropolitan Police,2023-12-01,White,White British,1569
E23000001,Metropolitan Police,2023-12-01,White,White Irish,89
E23000001,Metropolitan Police,2023-12-01,White,White Other,918
E23000001,Metropolitan Police,2024-01-01,Asian,Asian Other,489
E23000001,Metropolitan Police,2024-01-01,Asian,Bangladeshi,187
E23000001,Metropolitan Police,2024-01-01,Asian,Chinese,10
E23000001,Metropolitan Police,2024-01-01,Asian,Indian,149
E23000001,Metropolitan Police,2024-01-01,Asian,Pakistani,133
E23000001,Metropolitan Police,2024-01-01,Asian,Unknown,1
E23000001,Metropolitan Police,2024-01-01,Black,Black African,646
